Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;29;51.6333;None;None;168.031
2;97;Шейн ван Гисберген;None;Holden Commodore VF;33;51.8034;0.1701;0.1701;167.479
3;19;Уилл Дэвисон;None;Holden Commodore VF;23;51.8274;0.1941;0.0240;167.401
4;12;Фабиан Култхард;None;Ford Falcon FG-X;26;51.8870;0.2537;0.0596;167.209
5;6;Кэмерон Уотерс;None;Ford Falcon FG-X;29;51.9253;0.2920;0.0383;167.086
6;55;Час Мостер;None;Ford Falcon FG-X;32;51.9464;0.3131;0.0211;167.018
7;9;Дэвид Рейнольдс;None;Holden Commodore VF;27;52.0048;0.3715;0.0584;166.830
8;34;Джеймс Моффат;None;Holden Commodore VF;30;52.0803;0.4470;0.0755;166.588
9;22;Джеймс Кортни;None;Holden Commodore VF;26;52.1109;0.4776;0.0306;166.491
10;88;Джейми Уинкап;None;Holden Commodore VF;29;52.2146;0.5813;0.1037;166.160
11;8;Ник Перкат;None;Holden Commodore VF;34;52.2323;0.5990;0.0177;166.104
12;33;Гарт Тандер;None;Holden Commodore VF;32;52.2928;0.6595;0.0605;165.911
13;23;Майкл Карузо;None;Nissan Altima;20;52.2968;0.6635;0.0040;165.899
14;18;Ли Холдсуорт;None;Holden Commodore VF;22;52.3226;0.6893;0.0258;165.817
15;7;Тодд Келли;None;Nissan Altima;25;52.3255;0.6922;0.0029;165.808
16;14;Тим Слейд;None;Holden Commodore VF;28;52.3973;0.7640;0.0718;165.581
17;15;Рик Келли;None;Nissan Altima;25;52.4682;0.8349;0.0709;165.357
18;99;Дейл Вуд;None;Holden Commodore VF;24;52.4800;0.8467;0.0118;165.320
19;56;Джейсон Брайт;None;Ford Falcon FG-X;30;52.5570;0.9237;0.0770;165.077
20;21;Тим Бланкард;None;Holden Commodore VF;30;52.6024;0.9691;0.0454;164.935
21;5;Марк Винтерботтом;None;Ford Falcon FG-X;26;52.6686;1.0353;0.0662;164.728
22;2;Скотт Пай;None;Holden Commodore VF;25;53.0370;1.4037;0.3684;163.583
23;78;Симона де Сильвестро;None;Nissan Altima;36;53.4788;1.8455;0.4418;162.232
24;3;Таз Дуглас;None;Holden Commodore VF;22;53.5271;1.8938;0.0483;162.086
25;62;Алекс Рулло;None;Holden Commodore VF;30;53.6671;2.0338;0.1400;161.663
26;888;Крэг Лаундес;None;Holden Commodore VF;27;54.0889;2.4556;0.4218;160.402
