Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore VF;28;50.8008;None;None;170.784
2;12;Фабиан Култхард;None;Ford Falcon FG-X;38;50.8862;0.0854;0.0854;170.498
3;17;Скотт Маклафлин;None;Ford Falcon FG-X;30;50.9552;0.1544;0.0690;170.267
4;88;Джейми Уинкап;None;Holden Commodore VF;26;51.0428;0.2420;0.0876;169.975
5;19;Уилл Дэвисон;None;Holden Commodore VF;24;51.0636;0.2628;0.0208;169.905
6;8;Ник Перкат;None;Holden Commodore VF;26;51.0752;0.2744;0.0116;169.867
7;18;Ли Холдсуорт;None;Holden Commodore VF;28;51.0926;0.2918;0.0174;169.809
8;5;Марк Винтерботтом;None;Ford Falcon FG-X;26;51.1006;0.2998;0.0080;169.782
9;888;Крэг Лаундес;None;Holden Commodore VF;40;51.1194;0.3186;0.0188;169.720
10;6;Кэмерон Уотерс;None;Ford Falcon FG-X;22;51.1260;0.3252;0.0066;169.698
11;22;Джеймс Кортни;None;Holden Commodore VF;23;51.1302;0.3294;0.0042;169.684
12;14;Тим Слейд;None;Holden Commodore VF;32;51.1322;0.3314;0.0020;169.677
13;33;Гарт Тандер;None;Holden Commodore VF;34;51.1581;0.3573;0.0259;169.591
14;9;Дэвид Рейнольдс;None;Holden Commodore VF;24;51.3017;0.5009;0.1436;169.117
15;34;Джеймс Моффат;None;Holden Commodore VF;31;51.3151;0.5143;0.0134;169.073
16;2;Скотт Пай;None;Holden Commodore VF;23;51.3220;0.5212;0.0069;169.050
17;7;Тодд Келли;None;Nissan Altima;26;51.3370;0.5362;0.0150;169.000
18;23;Майкл Карузо;None;Nissan Altima;23;51.3645;0.5637;0.0275;168.910
19;55;Час Мостер;None;Ford Falcon FG-X;25;51.3988;0.5980;0.0343;168.797
20;15;Рик Келли;None;Nissan Altima;28;51.4272;0.6264;0.0284;168.704
21;56;Джейсон Брайт;None;Ford Falcon FG-X;26;51.4779;0.6771;0.0507;168.538
22;99;Дейл Вуд;None;Holden Commodore VF;22;51.5040;0.7032;0.0261;168.452
23;21;Тим Бланкард;None;Holden Commodore VF;25;51.5794;0.7786;0.0754;168.206
24;78;Симона де Сильвестро;None;Nissan Altima;28;51.7551;0.9543;0.1757;167.635
25;62;Алекс Рулло;None;Holden Commodore VF;36;51.8482;1.0474;0.0931;167.334
26;3;Таз Дуглас;None;Holden Commodore VF;34;51.8884;1.0876;0.0402;167.205
