Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;888;Крэг Лаундес;None;Holden Commodore VF;53;51.4370;None;None;168.672
2;12;Фабиан Култхард;None;Ford Falcon FG-X;75;51.5155;0.0785;0.0785;168.415
3;55;Час Мостер;None;Ford Falcon FG-X;52;51.5205;0.0835;0.0050;168.398
4;97;Шейн ван Гисберген;None;Holden Commodore VF;52;51.5240;0.0870;0.0035;168.387
5;9;Дэвид Рейнольдс;None;Holden Commodore VF;53;51.5541;0.1171;0.0301;168.289
6;88;Джейми Уинкап;None;Holden Commodore VF;64;51.5788;0.1418;0.0247;168.208
7;17;Скотт Маклафлин;None;Ford Falcon FG-X;65;51.5862;0.1492;0.0074;168.184
8;6;Кэмерон Уотерс;None;Ford Falcon FG-X;56;51.7610;0.3240;0.1748;167.616
9;14;Тим Слейд;None;Holden Commodore VF;63;51.7905;0.3535;0.0295;167.521
10;8;Ник Перкат;None;Holden Commodore VF;51;51.8407;0.4037;0.0502;167.358
11;18;Ли Холдсуорт;None;Holden Commodore VF;62;51.8490;0.4120;0.0083;167.332
12;33;Гарт Тандер;None;Holden Commodore VF;63;51.8801;0.4431;0.0311;167.231
13;5;Марк Винтерботтом;None;Ford Falcon FG-X;54;51.9404;0.5034;0.0603;167.037
14;2;Скотт Пай;None;Holden Commodore VF;67;52.0072;0.5702;0.0668;166.823
15;7;Тодд Келли;None;Nissan Altima;53;52.0761;0.6391;0.0689;166.602
16;78;Симона де Сильвестро;None;Nissan Altima;64;52.0989;0.6619;0.0228;166.529
17;23;Майкл Карузо;None;Nissan Altima;52;52.2194;0.7824;0.1205;166.145
18;99;Дейл Вуд;None;Holden Commodore VF;54;52.2270;0.7900;0.0076;166.120
19;34;Джеймс Моффат;None;Holden Commodore VF;59;52.2487;0.8117;0.0217;166.051
20;21;Тим Бланкард;None;Holden Commodore VF;33;52.4403;1.0033;0.1916;165.445
21;62;Алекс Рулло;None;Holden Commodore VF;56;52.6366;1.1996;0.1963;164.828
22;56;Джейсон Брайт;None;Ford Falcon FG-X;3;59.2514;7.8144;6.6148;146.426
