Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;12;57.4178;None;None;151.102
2;55;Час Мостер;None;Ford Falcon FG-X;15;57.8003;0.3825;0.3825;150.103
3;97;Шейн ван Гисберген;None;Holden Commodore VF;15;57.8153;0.3975;0.0150;150.064
4;9;Дэвид Рейнольдс;None;Holden Commodore VF;15;57.8951;0.4773;0.0798;149.857
5;88;Джейми Уинкап;None;Holden Commodore VF;15;57.9109;0.4931;0.0158;149.816
6;888;Крэг Лаундес;None;Holden Commodore VF;16;57.9444;0.5266;0.0335;149.729
7;99;Дейл Вуд;None;Holden Commodore VF;15;57.9901;0.5723;0.0457;149.611
8;56;Джейсон Брайт;None;Ford Falcon FG-X;15;58.0375;0.6197;0.0474;149.489
9;7;Тодд Келли;None;Nissan Altima;13;58.0512;0.6334;0.0137;149.454
10;5;Марк Винтерботтом;None;Ford Falcon FG-X;14;58.1741;0.7563;0.1229;149.138
11;12;Фабиан Култхард;None;Ford Falcon FG-X;14;58.1922;0.7744;0.0181;149.092
12;14;Тим Слейд;None;Holden Commodore VF;14;58.2340;0.8162;0.0418;148.985
13;6;Кэмерон Уотерс;None;Ford Falcon FG-X;14;58.2450;0.8272;0.0110;148.956
14;15;Рик Келли;None;Nissan Altima;14;58.2471;0.8293;0.0021;148.951
15;21;Тим Бланкард;None;Holden Commodore VF;15;58.2766;0.8588;0.0295;148.876
16;33;Гарт Тандер;None;Holden Commodore VF;14;58.2773;0.8595;0.0007;148.874
17;8;Ник Перкат;None;Holden Commodore VF;15;58.3178;0.9000;0.0405;148.771
18;34;Джеймс Моффат;None;Holden Commodore VF;15;58.4115;0.9937;0.0937;148.532
19;2;Скотт Пай;None;Holden Commodore VF;13;58.6161;1.1983;0.2046;148.013
20;18;Ли Холдсуорт;None;Holden Commodore VF;15;58.6895;1.2717;0.0734;147.828
21;22;Джеймс Кортни;None;Holden Commodore VF;13;58.7467;1.3289;0.0572;147.684
22;78;Симона де Сильвестро;None;Nissan Altima;14;58.9291;1.5113;0.1824;147.227
23;62;Алекс Рулло;None;Holden Commodore VF;14;59.0880;1.6702;0.1589;146.831
24;23;Майкл Карузо;None;Nissan Altima;13;59.0997;1.6819;0.0117;146.802
25;3;Таз Дуглас;None;Holden Commodore VF;15;59.5037;2.0859;0.4040;145.806
26;19;Уилл Дэвисон;None;Holden Commodore VF;5;1'00.2153;2.7975;0.7116;144.082
