Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;15;Рик Келли;None;Nissan Altima;5;1'05.7114;None;None;157.232
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;8;1'05.7705;0.0591;0.0591;157.091
3;12;Фабиан Култхард;None;Ford Falcon FG-X;5;1'05.7755;0.0641;0.0050;157.079
4;9;Дэвид Рейнольдс;None;Holden Commodore VF;5;1'05.8713;0.1599;0.0958;156.851
5;97;Шейн ван Гисберген;None;Holden Commodore VF;7;1'05.9527;0.2413;0.0814;156.657
6;8;Ник Перкат;None;Holden Commodore VF;5;1'05.9556;0.2442;0.0029;156.650
7;55;Час Мостер;None;Ford Falcon FG-X;8;1'06.0091;0.2977;0.0535;156.523
8;14;Тим Слейд;None;Holden Commodore VF;5;1'06.0394;0.3280;0.0303;156.452
9;88;Джейми Уинкап;None;Holden Commodore VF;5;1'06.0464;0.3350;0.0070;156.435
10;6;Кэмерон Уотерс;None;Ford Falcon FG-X;5;1'06.0468;0.3354;0.0004;156.434
11;18;Ли Холдсуорт;None;Holden Commodore VF;5;1'06.0651;0.3537;0.0183;156.391
12;7;Тодд Келли;None;Nissan Altima;5;1'06.1234;0.4120;0.0583;156.253
13;34;Джеймс Моффат;None;Holden Commodore VF;5;1'06.1354;0.4240;0.0120;156.224
14;21;Тим Бланкард;None;Holden Commodore VF;5;1'06.1452;0.4338;0.0098;156.201
15;19;Уилл Дэвисон;None;Holden Commodore VF;7;1'06.1932;0.4818;0.0480;156.088
16;99;Дейл Вуд;None;Holden Commodore VF;7;1'06.2337;0.5223;0.0405;155.993
17;5;Марк Винтерботтом;None;Ford Falcon FG-X;8;1'06.2825;0.5711;0.0488;155.878
18;33;Гарт Тандер;None;Holden Commodore VF;6;1'06.2870;0.5756;0.0045;155.867
19;888;Крэг Лаундес;None;Holden Commodore VF;6;1'06.3068;0.5954;0.0198;155.821
20;56;Джейсон Брайт;None;Ford Falcon FG-X;6;1'06.3453;0.6339;0.0385;155.730
21;22;Джеймс Кортни;None;Holden Commodore VF;5;1'06.3523;0.6409;0.0070;155.714
22;23;Майкл Карузо;None;Nissan Altima;7;1'06.4175;0.7061;0.0652;155.561
23;2;Скотт Пай;None;Holden Commodore VF;5;1'06.4281;0.7167;0.0106;155.536
24;28;Джек ЛеБрок;None;Nissan Altima;7;1'06.4875;0.7761;0.0594;155.397
25;78;Симона де Сильвестро;None;Nissan Altima;7;1'06.5093;0.7979;0.0218;155.346
26;4;Маколи Джонс;None;Holden Commodore VF;7;1'06.7082;0.9968;0.1989;154.883
27;62;Алекс Рулло;None;Holden Commodore VF;6;1'06.8440;1.1326;0.1358;154.568
28;3;Кэмерон Макконвиль;None;Holden Commodore VF;4;1'06.9881;1.2767;0.1441;154.236
