Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;88;Джейми Уинкап;None;Holden Commodore VF;18;1'06.0360;None;None;156.460
2;17;Скотт Маклафлин;None;Ford Falcon FG-X;17;1'06.0705;0.0345;0.0345;156.378
3;888;Крэг Лаундес;None;Holden Commodore VF;20;1'06.0796;0.0436;0.0091;156.356
4;2;Скотт Пай;None;Holden Commodore VF;14;1'06.2419;0.2059;0.1623;155.973
5;9;Дэвид Рейнольдс;None;Holden Commodore VF;19;1'06.3042;0.2682;0.0623;155.827
6;8;Ник Перкат;None;Holden Commodore VF;19;1'06.3043;0.2683;0.0001;155.826
7;34;Джеймс Моффат;None;Holden Commodore VF;32;1'06.3078;0.2718;0.0035;155.818
8;14;Тим Слейд;None;Holden Commodore VF;20;1'06.3301;0.2941;0.0223;155.766
9;97;Шейн ван Гисберген;None;Holden Commodore VF;18;1'06.3500;0.3140;0.0199;155.719
10;19;Уилл Дэвисон;None;Holden Commodore VF;25;1'06.3895;0.3535;0.0395;155.627
11;18;Ли Холдсуорт;None;Holden Commodore VF;19;1'06.4067;0.3707;0.0172;155.586
12;5;Марк Винтерботтом;None;Ford Falcon FG-X;17;1'06.4223;0.3863;0.0156;155.550
13;12;Фабиан Култхард;None;Ford Falcon FG-X;30;1'06.4252;0.3892;0.0029;155.543
14;55;Час Мостер;None;Ford Falcon FG-X;24;1'06.5029;0.4669;0.0777;155.361
15;6;Кэмерон Уотерс;None;Ford Falcon FG-X;13;1'06.5961;0.5601;0.0932;155.144
16;15;Рик Келли;None;Nissan Altima;21;1'06.6496;0.6136;0.0535;155.019
17;56;Джейсон Брайт;None;Ford Falcon FG-X;18;1'06.6882;0.6522;0.0386;154.929
18;22;Джеймс Кортни;None;Holden Commodore VF;10;1'06.7988;0.7628;0.1106;154.673
19;99;Дейл Вуд;None;Holden Commodore VF;22;1'06.8362;0.8002;0.0374;154.586
20;21;Тим Бланкард;None;Holden Commodore VF;23;1'06.8639;0.8279;0.0277;154.522
21;7;Тодд Келли;None;Nissan Altima;19;1'07.0128;0.9768;0.1489;154.179
22;23;Майкл Карузо;None;Nissan Altima;23;1'07.0306;0.9946;0.0178;154.138
23;78;Симона де Сильвестро;None;Nissan Altima;20;1'07.0362;1.0002;0.0056;154.125
24;62;Алекс Рулло;None;Holden Commodore VF;21;1'07.1376;1.1016;0.1014;153.892
25;33;Гарт Тандер;None;Holden Commodore VF;24;1'07.1395;1.1035;0.0019;153.888
26;3;Кэмерон Макконвиль;None;Holden Commodore VF;19;1'07.1484;1.1124;0.0089;153.868
27;28;Джек ЛеБрок;None;None;18;1'07.2349;1.1989;0.0865;153.670
28;4;Маколи Джонс;None;Holden Commodore VF;19;1'07.2685;1.2325;0.0336;153.593
