Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;17;Скотт Маклафлин;None;Ford Falcon FG-X;38;1'06.6747;None;None;154.961
2;12;Фабиан Култхард;None;Ford Falcon FG-X;7;1'06.7807;0.1060;0.1060;154.715
3;22;Джеймс Кортни;None;Holden Commodore VF;7;1'06.8984;0.2237;0.1177;154.443
4;88;Джейми Уинкап;None;Holden Commodore VF;18;1'07.0123;0.3376;0.1139;154.180
5;34;Джеймс Моффат;None;Holden Commodore VF;19;1'07.0360;0.3613;0.0237;154.126
6;55;Час Мостер;None;Ford Falcon FG-X;12;1'07.0730;0.3983;0.0370;154.041
7;14;Тим Слейд;None;Holden Commodore VF;36;1'07.1342;0.4595;0.0612;153.900
8;9;Дэвид Рейнольдс;None;Holden Commodore VF;16;1'07.1600;0.4853;0.0258;153.841
9;6;Кэмерон Уотерс;None;Ford Falcon FG-X;13;1'07.1892;0.5145;0.0292;153.774
10;33;Гарт Тандер;None;Holden Commodore VF;4;1'07.2037;0.5290;0.0145;153.741
11;97;Шейн ван Гисберген;None;Holden Commodore VF;5;1'07.2161;0.5414;0.0124;153.713
12;18;Ли Холдсуорт;None;Holden Commodore VF;21;1'07.2609;0.5862;0.0448;153.610
13;2;Скотт Пай;None;Holden Commodore VF;19;1'07.2627;0.5880;0.0018;153.606
14;888;Крэг Лаундес;None;Holden Commodore VF;13;1'07.2711;0.5964;0.0084;153.587
15;62;Алекс Рулло;None;Holden Commodore VF;3;1'07.3181;0.6434;0.0470;153.480
16;23;Майкл Карузо;None;Nissan Altima;22;1'07.3299;0.6552;0.0118;153.453
17;15;Рик Келли;None;Nissan Altima;13;1'07.3478;0.6731;0.0179;153.412
18;21;Тим Бланкард;None;Holden Commodore VF;7;1'07.4276;0.7529;0.0798;153.231
19;8;Ник Перкат;None;Holden Commodore VF;35;1'07.4574;0.7827;0.0298;153.163
20;19;Уилл Дэвисон;None;Holden Commodore VF;32;1'07.4866;0.8119;0.0292;153.097
21;28;Джек ЛеБрок;None;Nissan Altima;45;1'07.4948;0.8201;0.0082;153.078
22;56;Джейсон Брайт;None;Ford Falcon FG-X;6;1'07.5085;0.8338;0.0137;153.047
23;7;Тодд Келли;None;Nissan Altima;5;1'07.5362;0.8615;0.0277;152.984
24;99;Дейл Вуд;None;Holden Commodore VF;5;1'07.5398;0.8651;0.0036;152.976
25;5;Марк Винтерботтом;None;Ford Falcon FG-X;36;1'07.5943;0.9196;0.0545;152.853
26;78;Симона де Сильвестро;None;Nissan Altima;20;1'07.6392;0.9645;0.0449;152.751
27;4;Маколи Джонс;None;Holden Commodore VF;16;1'07.8494;1.1747;0.2102;152.278
28;3;Кэмерон Макконвиль;None;Holden Commodore VF;4;1'07.9412;1.2665;0.0918;152.072
