Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;36;48'18.1842;None;None;None;105
2;None;99;Brodie Kostecki;None;Holden Commodore ZB;36;48'32.9974;14.8132;14.8132;None;92
3;None;26;Дэвид Рейнольдс;None;Ford Mustang GT;36;48'41.2267;23.0425;8.2293;None;86
4;None;88;Джейми Уинкап;None;Holden Commodore ZB;36;48'47.9971;29.8129;6.7704;None;80
5;None;17;Уилл Дэвисон;None;Ford Mustang GT;36;48'49.2917;31.1075;1.2946;None;74
6;None;6;Кэмерон Уотерс;None;Ford Mustang GT;36;48'58.4879;40.3037;9.1962;None;68
7;None;9;Уилл Браун;None;Holden Commodore ZB;36;49'01.0497;42.8655;2.5618;None;64
8;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;36;49'04.1410;45.9568;3.0913;None;60
9;None;8;Ник Перкат;None;Holden Commodore ZB;36;49'04.5671;46.3829;0.4261;None;56
10;None;18;Марк Винтерботтом;None;Holden Commodore ZB;36;49'08.7755;50.5913;4.2084;None;52
11;None;7;Андре Хаймгартнер;None;Ford Mustang GT;36;49'11.1952;53.0110;2.4197;None;48
12;None;11;Антон де Паскуале;None;Ford Mustang GT;36;49'13.4429;55.2587;2.2477;None;46
13;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;36;49'14.7881;56.6039;1.3452;None;44
14;None;34;Джейк Костеки;None;Holden Commodore ZB;36;49'15.5981;57.4139;0.8100;None;42
15;None;44;Джеймс Кортни;None;Ford Mustang GT;36;49'16.8341;58.6499;1.2360;None;40
16;None;5;Джек ЛеБрок;None;Ford Mustang GT;36;49'25.4537;1'07.2695;8.6196;None;38
17;None;3;Тим Слейд;None;Ford Mustang GT;35;48'22.0088;1 Lap;1 Lap;None;36
18;None;96;Маколи Джонс;None;Holden Commodore ZB;35;48'22.0545;1 Lap;0.0457;None;34
19;None;22;Гарри Джекобсон;None;Holden Commodore ZB;35;48'26.8182;1 Lap;4.7637;None;32
20;None;19;Фабиан Култхард;None;Holden Commodore ZB;35;48'29.0518;1 Lap;2.2336;None;30
21;None;35;Зейн Годдард;None;Holden Commodore ZB;35;48'35.8766;1 Lap;6.8248;None;28
22;None;20;Скотт Пай;None;Holden Commodore ZB;35;48'44.6673;1 Lap;8.7907;None;26
23;None;4;Джек Смит;None;Holden Commodore ZB;35;49'27.0302;1 Lap;42.3629;None;24
24;None;25;Час Мостер;None;Holden Commodore ZB;29;49'19.7723;7 Laps;6 Laps;None;22
