Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;6;Кэмерон Уотерс;None;Ford Mustang GT;13;1'07.9122;None;None;164.329
2;18;Марк Винтерботтом;None;Holden Commodore ZB;13;1'07.9170;0.0048;0.0048;164.318
3;11;Антон де Паскуале;None;Ford Mustang GT;15;1'08.1390;0.2268;0.2220;163.782
4;25;Час Мостер;None;Holden Commodore ZB;17;1'08.1474;0.2352;0.0084;163.762
5;97;Шейн ван Гисберген;None;Holden Commodore ZB;14;1'08.1827;0.2705;0.0353;163.677
6;44;Джеймс Кортни;None;Ford Mustang GT;15;1'08.2161;0.3039;0.0334;163.597
7;5;Джек ЛеБрок;None;Ford Mustang GT;16;1'08.2308;0.3186;0.0147;163.562
8;20;Скотт Пай;None;Holden Commodore ZB;17;1'08.2449;0.3327;0.0141;163.528
9;8;Ник Перкат;None;Holden Commodore ZB;15;1'08.2841;0.3719;0.0392;163.434
10;96;Маколи Джонс;None;Holden Commodore ZB;13;1'08.3485;0.4363;0.0644;163.280
11;9;Уилл Браун;None;Holden Commodore ZB;14;1'08.3492;0.4370;0.0007;163.279
12;17;Уилл Дэвисон;None;Ford Mustang GT;15;1'08.3668;0.4546;0.0176;163.237
13;3;Тим Слейд;None;Ford Mustang GT;14;1'08.5267;0.6145;0.1599;162.856
14;88;Джейми Уинкап;None;Holden Commodore ZB;14;1'08.5437;0.6315;0.0170;162.815
15;35;Зейн Годдард;None;Holden Commodore ZB;18;1'08.5785;0.6663;0.0348;162.733
16;7;Андре Хаймгартнер;None;Ford Mustang GT;14;1'08.5917;0.6795;0.0132;162.701
17;2;Брайс Фуллвуд;None;Holden Commodore ZB;15;1'08.6147;0.7025;0.0230;162.647
18;14;Тодд Хазелвуд;None;Holden Commodore ZB;9;1'08.6609;0.7487;0.0462;162.537
19;26;Дэвид Рейнольдс;None;Ford Mustang GT;14;1'08.6675;0.7553;0.0066;162.522
20;34;Джейк Костеки;None;Holden Commodore ZB;16;1'08.7050;0.7928;0.0375;162.433
21;19;Фабиан Култхард;None;Holden Commodore ZB;15;1'08.7347;0.8225;0.0297;162.363
22;22;Гарри Джекобсон;None;Holden Commodore ZB;15;1'08.7587;0.8465;0.0240;162.306
23;99;Brodie Kostecki;None;Holden Commodore ZB;15;1'08.8967;0.9845;0.1380;161.981
24;4;Джек Смит;None;Holden Commodore ZB;15;1'08.9068;0.9946;0.0101;161.957
