Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;36;45'57.0639;None;None;None;100
2;None;6;Кэмерон Уотерс;None;Ford Mustang GT;36;45'58.0913;1.0274;1.0274;None;92
3;None;88;Джейми Уинкап;None;Holden Commodore ZB;36;45'58.3784;1.3145;0.2871;None;86
4;None;18;Марк Винтерботтом;None;Holden Commodore ZB;36;46'00.8033;3.7394;2.4249;None;80
5;None;11;Антон де Паскуале;None;Ford Mustang GT;36;46'01.7226;4.6587;0.9193;None;74
6;None;25;Час Мостер;None;Holden Commodore ZB;36;46'01.7386;4.6747;0.0160;None;73
7;None;8;Ник Перкат;None;Holden Commodore ZB;36;46'04.9121;7.8482;3.1735;None;64
8;None;7;Андре Хаймгартнер;None;Ford Mustang GT;36;46'06.4832;9.4193;1.5711;None;60
9;None;44;Джеймс Кортни;None;Ford Mustang GT;36;46'11.3409;14.2770;4.8577;None;56
10;None;5;Джек ЛеБрок;None;Ford Mustang GT;36;46'11.8490;14.7851;0.5081;None;52
11;None;26;Дэвид Рейнольдс;None;Ford Mustang GT;36;46'12.4101;15.3462;0.5611;None;48
12;None;20;Скотт Пай;None;Holden Commodore ZB;36;46'12.5504;15.4865;0.1403;None;46
13;None;3;Тим Слейд;None;Ford Mustang GT;36;46'13.0551;15.9912;0.5047;None;44
14;None;14;Тодд Хазелвуд;None;Holden Commodore ZB;36;46'15.2928;18.2289;2.2377;None;42
15;None;96;Маколи Джонс;None;Holden Commodore ZB;36;46'15.5848;18.5209;0.2920;None;40
16;None;9;Уилл Браун;None;Holden Commodore ZB;36;46'19.6233;22.5594;4.0385;None;38
17;None;99;Brodie Kostecki;None;Holden Commodore ZB;36;46'22.0232;24.9593;2.3999;None;36
18;None;4;Джек Смит;None;Holden Commodore ZB;36;46'22.0697;25.0058;0.0465;None;34
19;None;35;Зейн Годдард;None;Holden Commodore ZB;36;46'26.4641;29.4002;4.3944;None;32
20;None;22;Гарри Джекобсон;None;Holden Commodore ZB;36;46'26.6320;29.5681;0.1679;None;30
21;None;19;Фабиан Култхард;None;Holden Commodore ZB;36;46'27.1017;30.0378;0.4697;None;28
22;None;17;Уилл Дэвисон;None;Ford Mustang GT;34;46'18.2379;2 Laps;2 Laps;None;26
23;None;34;Джейк Костеки;None;Holden Commodore ZB;30;47'07.4935;6 Laps;4 Laps;None;24
24;None;2;Брайс Фуллвуд;None;Holden Commodore ZB;29;47'03.6718;7 Laps;1 Lap;None;22
