Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;25;Час Мостер;None;Holden Commodore ZB;10;1'08.5548;None;None;162.789
2;97;Шейн ван Гисберген;None;Holden Commodore ZB;27;1'08.9131;0.3583;0.3583;161.943
3;35;Зейн Годдард;None;Holden Commodore ZB;10;1'08.9654;0.4106;0.0523;161.820
4;9;Уилл Браун;None;Holden Commodore ZB;11;1'08.9721;0.4173;0.0067;161.804
5;6;Кэмерон Уотерс;None;Ford Mustang GT;7;1'08.9723;0.4175;0.0002;161.804
6;11;Антон де Паскуале;None;Ford Mustang GT;14;1'08.9981;0.4433;0.0258;161.743
7;88;Джейми Уинкап;None;Holden Commodore ZB;10;1'09.0021;0.4473;0.0040;161.734
8;18;Марк Винтерботтом;None;Holden Commodore ZB;10;1'09.0080;0.4532;0.0059;161.720
9;3;Тим Слейд;None;Ford Mustang GT;25;1'09.0843;0.5295;0.0763;161.541
10;44;Джеймс Кортни;None;Ford Mustang GT;14;1'09.0922;0.5374;0.0079;161.523
11;99;Brodie Kostecki;None;Holden Commodore ZB;10;1'09.1221;0.5673;0.0299;161.453
12;7;Андре Хаймгартнер;None;Ford Mustang GT;22;1'09.1994;0.6446;0.0773;161.273
13;5;Джек ЛеБрок;None;Ford Mustang GT;25;1'09.2112;0.6564;0.0118;161.245
14;14;Тодд Хазелвуд;None;Holden Commodore ZB;13;1'09.2132;0.6584;0.0020;161.240
15;17;Уилл Дэвисон;None;Ford Mustang GT;10;1'09.2472;0.6924;0.0340;161.161
16;22;Гарри Джекобсон;None;Holden Commodore ZB;13;1'09.3884;0.8336;0.1412;160.833
17;20;Скотт Пай;None;Holden Commodore ZB;9;1'09.4149;0.8601;0.0265;160.772
18;8;Ник Перкат;None;Holden Commodore ZB;26;1'09.4287;0.8739;0.0138;160.740
19;26;Дэвид Рейнольдс;None;Ford Mustang GT;25;1'09.4377;0.8829;0.0090;160.719
20;19;Фабиан Култхард;None;Holden Commodore ZB;9;1'09.4761;0.9213;0.0384;160.630
21;96;Маколи Джонс;None;Holden Commodore ZB;13;1'09.4980;0.9432;0.0219;160.580
22;34;Джейк Костеки;None;Holden Commodore ZB;4;1'09.5102;0.9554;0.0122;160.551
23;4;Джек Смит;None;Holden Commodore ZB;29;1'09.7466;1.1918;0.2364;160.007
24;2;Брайс Фуллвуд;None;Holden Commodore ZB;8;1'09.8862;1.3314;0.1396;159.688
