Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;17;Скотт Маклафлин;None;Ford Falcon FG X;95;2:00'26.0938;None;None;None;150
2;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;95;2:00'33.0997;7.0059;7.0059;None;138
3;None;1;Джейми Уинкап;None;Holden Commodore ZB;95;2:00'42.5811;16.4873;9.4814;None;129
4;None;2;Скотт Пай;None;Holden Commodore ZB;95;2:00'44.7993;18.7055;2.2182;None;120
5;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;95;2:00'47.3235;21.2297;2.5242;None;111
6;None;5;Марк Винтерботтом;None;Ford Falcon FG X;95;2:01'02.8007;36.7069;15.4772;None;102
7;None;25;Джеймс Кортни;None;Holden Commodore ZB;95;2:01'04.0754;37.9816;1.2747;None;96
8;None;7;Андре Хаймгартнер;None;Nissan Altima;95;2:01'12.2501;46.1563;8.1747;None;90
9;None;15;Рик Келли;None;Nissan Altima;95;2:01'14.4292;48.3354;2.1791;None;84
10;None;78;Симона де Сильвестро;None;Nissan Altima;95;2:01'16.4859;50.3921;2.0567;None;78
11;None;99;Антон де Паскуале;None;Holden Commodore ZB;95;2:01'18.8657;52.7719;2.3798;None;72
12;None;18;Ли Холдсуорт;None;Holden Commodore ZB;95;2:01'21.2193;55.1255;2.3536;None;69
13;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;95;2:01'25.5510;59.4572;4.3317;None;66
14;None;100;Кэмерон Уотерс;None;Ford Falcon FG X;95;2:01'28.5978;1'02.5040;3.0468;None;63
15;None;23;Майкл Карузо;None;Nissan Altima;95;2:01'29.8334;1'03.7396;1.2356;None;60
16;None;230;Уилл Дэвисон;None;Ford Falcon FG X;94;2:00'30.5868;1 Lap;1 Lap;None;57
17;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;94;2:00'48.8398;1 Lap;18.2530;None;54
18;None;14;Тим Слейд;None;Holden Commodore ZB;94;2:01'24.1445;1 Lap;35.3047;None;51
19;None;19;Джек ЛеБрок;None;Holden Commodore ZB;93;2:01'14.7795;2 Laps;1 Lap;None;48
20;None;34;Джеймс Голдинг;None;Holden Commodore ZB;91;2:01'27.1741;4 Laps;2 Laps;None;45
21;None;55;Час Мостер;None;Ford Falcon FG X;90;2:01'26.2118;5 Laps;1 Lap;None;42
22;None;33;Гарт Тандер;None;Holden Commodore ZB;90;2:01'26.3949;5 Laps;0.1831;None;39
23;None;888;Крэг Лаундес;None;Holden Commodore ZB;88;2:00'46.5967;7 Laps;2 Laps;None;36
None;None;8;Ник Перкат;None;Holden Commodore ZB;42;52'02.2764;53 Laps;46 Laps;Сход;None
None;None;12;Фабиан Култхард;None;Ford Falcon FG X;41;50'02.4576;54 Laps;1 Lap;Сход;None
None;None;21;Тим Бланкард;None;Holden Commodore ZB;41;50'16.5308;54 Laps;14.0732;Сход;None
