Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап;None;Holden Commodore ZB;20;1'11.1932;None;None;131.473
None;2;Скотт Пай;None;Holden Commodore ZB;80;1'11.2968;0.1036;0.0439;131.282
None;5;Марк Винтерботтом;None;Ford Falcon FG X;17;1'11.4752;0.2820;0.0014;130.954
None;100;Кэмерон Уотерс;None;Ford Falcon FG X;4;1'11.6017;0.4085;0.0251;130.723
None;7;Андре Хаймгартнер;None;Nissan Altima;5;1'11.8843;0.6911;0.0289;130.209
None;8;Ник Перкат;None;Holden Commodore ZB;35;1'11.5743;0.3811;0.0208;130.773
None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;9;1'11.3551;0.1619;0.0132;131.174
None;12;Фабиан Култхард;None;Ford Falcon FG X;9;1'11.2529;0.0597;0.0152;131.363
None;14;Тим Слейд;None;Holden Commodore ZB;3;1'11.7933;0.6001;0.0165;130.374
None;15;Рик Келли;None;Nissan Altima;36;1'11.8227;0.6295;0.0294;130.320
None;17;Скотт Маклафлин;None;Ford Falcon FG X;15;1'11.5766;0.3834;0.0023;130.768
None;18;Ли Холдсуорт;None;Holden Commodore ZB;73;1'11.3419;0.1487;0.0451;131.199
None;19;Джек ЛеБрок;None;Holden Commodore ZB;33;1'11.9830;0.7898;0.0987;130.030
None;21;Тим Бланкард;None;Holden Commodore ZB;33;1'11.7108;0.5176;0.0508;130.524
None;23;Майкл Карузо;None;Nissan Altima;38;1'12.0505;0.8573;0.0675;129.908
None;25;Джеймс Кортни;None;Holden Commodore ZB;19;1'11.4738;0.2806;0.1187;130.957
None;33;Гарт Тандер;None;Holden Commodore ZB;20;1'11.6449;0.4517;0.0432;130.644
None;34;Джеймс Голдинг;None;Holden Commodore ZB;4;1'11.8554;0.6622;0.0327;130.261
None;35;Тодд Хазелвуд;None;Ford Falcon FG X;18;1'12.1010;0.9078;0.0505;129.817
None;55;Час Мостер;None;Ford Falcon FG X;4;1'11.6600;0.4668;0.0151;130.616
None;56;Ричи Стэнэвей;None;Ford Falcon FG X;21;1'11.7768;0.5836;0.0660;130.404
None;78;Симона де Сильвестро;None;Nissan Altima;81;1'11.4838;0.2906;0.0031;130.938
None;97;Шейн ван Гисберген;None;Holden Commodore ZB;10;1'11.4807;0.2875;0.0055;130.944
None;99;Антон де Паскуале;None;Holden Commodore ZB;20;1'11.5535;0.3603;0.0697;130.811
None;230;Уилл Дэвисон;None;Ford Falcon FG X;7;1'12.1829;0.9897;0.0819;129.670
None;888;Крэг Лаундес;None;Holden Commodore ZB;9;1'11.2377;0.0445;0.0445;131.391
