Позиция;None;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;Сход;Очки
1;None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;95;1:57'05.1149;None;None;None;150
2;None;17;Скотт Маклафлин;None;Ford Falcon FG X;95;1:57'09.7956;4.6807;4.6807;None;138
3;None;1;Джейми Уинкап;None;Holden Commodore ZB;95;1:57'22.2737;17.1588;12.4781;None;129
4;None;97;Шейн ван Гисберген;None;Holden Commodore ZB;95;1:57'47.9539;42.8390;25.6802;None;120
5;None;25;Джеймс Кортни;None;Holden Commodore ZB;95;1:57'49.5006;44.3857;1.5467;None;111
6;None;7;Андре Хаймгартнер;None;Nissan Altima;95;1:57'50.3244;45.2095;0.8238;None;102
7;None;55;Час Мостер;None;Ford Falcon FG X;95;1:57'50.5393;45.4244;0.2149;None;96
8;None;33;Гарт Тандер;None;Holden Commodore ZB;95;1:57'51.8188;46.7039;1.2795;None;90
9;None;18;Ли Холдсуорт;None;Holden Commodore ZB;95;1:57'52.2848;47.1699;0.4660;None;84
10;None;2;Скотт Пай;None;Holden Commodore ZB;95;1:57'53.6181;48.5032;1.3333;None;78
11;None;888;Крэг Лаундес;None;Holden Commodore ZB;95;1:57'55.0081;49.8932;1.3900;None;72
12;None;8;Ник Перкат;None;Holden Commodore ZB;95;1:58'01.6496;56.5347;6.6415;None;69
13;None;5;Марк Винтерботтом;None;Ford Falcon FG X;95;1:58'13.3533;1'08.2384;11.7037;None;66
14;None;100;Кэмерон Уотерс;None;Ford Falcon FG X;94;1:57'06.4520;1 Lap;1 Lap;None;63
15;None;14;Тим Слейд;None;Holden Commodore ZB;94;1:57'06.7564;1 Lap;0.3044;None;60
16;None;99;Антон де Паскуале;None;Holden Commodore ZB;94;1:57'07.0174;1 Lap;0.2610;None;57
17;None;15;Рик Келли;None;Nissan Altima;94;1:57'10.8688;1 Lap;3.8514;None;54
18;None;19;Джек ЛеБрок;None;Holden Commodore ZB;94;1:57'11.2217;1 Lap;0.3529;None;51
19;None;23;Майкл Карузо;None;Nissan Altima;94;1:57'11.5592;1 Lap;0.3375;None;48
20;None;230;Уилл Дэвисон;None;Ford Falcon FG X;94;1:57'17.5598;1 Lap;6.0006;None;45
21;None;35;Тодд Хазелвуд;None;Ford Falcon FG X;94;1:57'36.1814;1 Lap;18.6216;None;42
22;None;21;Тим Бланкард;None;Holden Commodore ZB;94;1:57'49.0883;1 Lap;12.9069;None;39
23;None;56;Ричи Стэнэвей;None;Ford Falcon FG X;94;1:57'56.0475;1 Lap;6.9592;None;36
24;None;78;Симона де Сильвестро;None;Nissan Altima;94;1:57'56.1026;1 Lap;0.0551;None;33
25;None;34;Джеймс Голдинг;None;Holden Commodore ZB;87;1:57'43.5652;8 Laps;7 Laps;None;30
26;None;12;Фабиан Култхард;None;Ford Falcon FG X;75;1:57'24.9116;20 Laps;12 Laps;None;27
