Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
1;97;Шейн ван Гисберген;None;Holden Commodore ZB;9;1'10.6430;None;None;132.497
2;1;Джейми Уинкап;None;Holden Commodore ZB;10;1'10.6597;0.0167;0.0167;132.465
3;17;Скотт Маклафлин;None;Ford Falcon FG X;10;1'10.7142;0.0712;0.0545;132.363
4;12;Фабиан Култхард;None;Ford Falcon FG X;9;1'10.7693;0.1263;0.0551;132.260
5;18;Ли Холдсуорт;None;Holden Commodore ZB;10;1'10.7693;0.1263;0.0000;132.260
6;99;Антон де Паскуале;None;Holden Commodore ZB;11;1'10.7912;0.1482;0.0219;132.219
7;9;Дэвид Рейнольдс;None;Holden Commodore ZB;11;1'10.7951;0.1521;0.0039;132.212
8;25;Джеймс Кортни;None;Holden Commodore ZB;11;1'10.8657;0.2227;0.0706;132.080
9;888;Крэг Лаундес;None;Holden Commodore ZB;11;1'10.9953;0.3523;0.1296;131.839
10;8;Ник Перкат;None;Holden Commodore ZB;8;1'11.0437;0.4007;0.0484;131.749
11;15;Рик Келли;None;Nissan Altima;9;1'11.0613;0.4183;0.0176;131.717
12;2;Скотт Пай;None;Holden Commodore ZB;9;1'11.0776;0.4346;0.0163;131.687
13;21;Тим Бланкард;None;Holden Commodore ZB;9;1'11.0836;0.4406;0.0060;131.675
14;14;Тим Слейд;None;Holden Commodore ZB;9;1'11.1472;0.5042;0.0636;131.558
15;19;Джек ЛеБрок;None;Holden Commodore ZB;10;1'11.1898;0.5468;0.0426;131.479
16;100;Кэмерон Уотерс;None;Ford Falcon FG X;9;1'11.2328;0.5898;0.0430;131.400
17;55;Час Мостер;None;Ford Falcon FG X;10;1'11.2607;0.6177;0.0279;131.348
18;35;Тодд Хазелвуд;None;Ford Falcon FG X;10;1'11.2628;0.6198;0.0021;131.344
19;78;Симона де Сильвестро;None;Nissan Altima;9;1'11.2810;0.6380;0.0182;131.311
20;23;Майкл Карузо;None;Nissan Altima;4;1'11.3061;0.6631;0.0251;131.265
21;34;Джеймс Голдинг;None;Holden Commodore ZB;9;1'11.3536;0.7106;0.0475;131.177
22;5;Марк Винтерботтом;None;Ford Falcon FG X;10;1'11.3835;0.7405;0.0299;131.122
23;33;Гарт Тандер;None;Holden Commodore ZB;10;1'11.3843;0.7413;0.0008;131.121
24;230;Уилл Дэвисон;None;Ford Falcon FG X;10;1'11.4685;0.8255;0.0842;130.966
25;56;Ричи Стэнэвей;None;Ford Falcon FG X;9;1'11.4809;0.8379;0.0124;130.944
26;7;Андре Хаймгартнер;None;Nissan Altima;12;1'11.4826;0.8396;0.0017;130.940
