Позиция;#;Гонщик;None;Машина;Круги;Время;Отрыв;Отставание;км/ч
None;1;Джейми Уинкап;None;Holden Commodore ZB;18;1'10.7936;None;None;132.215
None;2;Скотт Пай;None;Holden Commodore ZB;53;1'11.6702;0.8766;0.0064;130.598
None;5;Марк Винтерботтом;None;Ford Falcon FG X;11;1'11.5026;0.7090;0.0237;130.904
None;100;Кэмерон Уотерс;None;Ford Falcon FG X;49;1'11.8339;1.0403;0.0464;130.300
None;7;Андре Хаймгартнер;None;Nissan Altima;53;1'11.6397;0.8461;0.0954;130.653
None;8;Ник Перкат;None;Holden Commodore ZB;83;1'11.4540;0.6604;0.0439;130.993
None;9;Дэвид Рейнольдс;None;Holden Commodore ZB;5;1'11.3764;0.5828;0.0299;131.135
None;12;Фабиан Култхард;None;Ford Falcon FG X;4;1'11.6487;0.8551;0.0018;130.637
None;14;Тим Слейд;None;Holden Commodore ZB;6;1'11.4789;0.6853;0.0244;130.947
None;15;Рик Келли;None;Nissan Altima;4;1'11.7875;0.9939;0.0251;130.384
None;17;Скотт Маклафлин;None;Ford Falcon FG X;7;1'11.4101;0.6165;0.0288;131.073
None;18;Ли Холдсуорт;None;Holden Commodore ZB;56;1'11.4545;0.6609;0.0005;130.992
None;19;Джек ЛеБрок;None;Holden Commodore ZB;50;1'11.8634;1.0698;0.0295;130.247
None;21;Тим Бланкард;None;Holden Commodore ZB;8;1'12.0887;1.2951;0.1319;129.840
None;23;Майкл Карузо;None;Nissan Altima;52;1'11.8688;1.0752;0.0054;130.237
None;25;Джеймс Кортни;None;Holden Commodore ZB;6;1'11.5443;0.7507;0.0246;130.828
None;33;Гарт Тандер;None;Holden Commodore ZB;5;1'11.5197;0.7261;0.0171;130.873
None;34;Джеймс Голдинг;None;Holden Commodore ZB;4;1'11.9568;1.1632;0.0880;130.078
None;35;Тодд Хазелвуд;None;Ford Falcon FG X;12;1'11.7624;0.9688;0.0922;130.430
None;55;Час Мостер;None;Ford Falcon FG X;51;1'11.6638;0.8702;0.0145;130.609
None;56;Ричи Стэнэвей;None;Ford Falcon FG X;69;1'11.1085;0.3149;0.1239;131.629
None;78;Симона де Сильвестро;None;Nissan Altima;70;1'10.9846;0.1910;0.1910;131.859
None;97;Шейн ван Гисберген;None;Holden Commodore ZB;5;1'11.3813;0.5877;0.0049;131.126
None;99;Антон де Паскуале;None;Holden Commodore ZB;6;1'11.6493;0.8557;0.0006;130.636
None;230;Уилл Дэвисон;None;Ford Falcon FG X;12;1'11.6469;0.8533;0.0072;130.640
None;888;Крэг Лаундес;None;Holden Commodore ZB;64;1'11.3465;0.5529;0.2380;131.190
